respondent_id,churned,age,gender,loyalty_level,how_long_a_customer,how_far_away,feel_valued_as_customer,get_often_inspiration,good_product_overview,pick_up_flexibility,fair_prices,looking_forward_to_the_next_12_months,see_improvements_recently,informed_about_new_products,find_productst_i_want,i_enjoy_buying
6412,0,5,2,1,6,4,3,3,3,3,2,2,2,,3,2
6413,1,2,2,,2,1,4,3,4,5,3,2,2,,2,4
6414,0,4,2,1,5,2,2,4,2,2,2,3,3,,2,1
6415,1,3,2,1,4,1,4,5,1,2,1,3,1,,1,2
6416,0,2,2,,3,2,3,1,5,1,4,2,1,,1,1
6417,1,3,1,1,5,1,1,1,1,1,1,1,1,,3,3
6418,0,4,2,1,1,2,2,2,2,2,1,4,1,,4,2
6419,1,3,2,2,3,3,1,1,1,2,1,2,4,,2,2
642,1,1,1,1,2,4,4,5,2,5,4,1,2,4,4,4
6420,1,5,1,1,4,2,2,2,4,2,2,2,1,,1,1
6421,1,3,1,,3,2,2,3,2,2,2,2,3,,2,2
6422,0,5,,1,4,,2,1,4,1,2,2,1,,2,1
6423,1,2,1,1,1,1,1,4,2,1,1,1,1,,2,1
6424,1,2,1,,3,2,3,3,4,2,5,2,2,,4,3
6425,0,4,2,1,5,1,2,1,3,1,1,1,1,2,2,1
6426,0,5,2,1,8,1,3,2,2,2,2,1,2,2,2,2
6427,0,2,1,1,3,2,1,4,2,2,1,2,1,,2,2
6428,0,2,2,1,1,3,1,4,2,1,1,1,1,,1,1
6429,0,5,2,,2,3,1,2,2,1,1,1,1,,1,1
643,1,4,1,,5,2,1,3,1,1,2,4,1,,1,3
6430,1,2,1,1,4,1,2,4,4,2,2,2,1,,2,4
6431,1,5,1,1,4,2,4,2,5,1,2,3,2,,4,5
6432,0,0,,1,3,,1,1,1,1,1,1,2,,2,2
6433,0,2,,1,4,,1,2,3,1,1,2,2,,1,1
6434,0,2,1,,2,2,4,1,4,1,2,2,1,,4,2
6435,1,3,1,1,5,1,5,5,5,4,5,3,4,5,4,3
6436,0,5,2,1,7,5,5,4,2,4,2,3,1,,4,4
6437,1,3,1,1,4,,1,1,1,1,1,1,1,,1,1
6438,0,4,2,1,4,2,5,5,4,1,1,3,3,,5,1
6439,1,2,1,1,3,1,2,1,1,1,1,1,2,4,2,3
644,0,2,1,,2,1,1,1,2,1,3,1,1,,1,2
6440,0,5,2,1,5,1,1,1,1,1,1,1,1,,1,1
6441,1,2,2,,2,2,1,2,1,1,3,2,1,,1,1
6442,1,3,2,,5,1,2,1,2,2,2,1,1,,2,2
6443,1,3,1,,4,3,4,5,4,4,5,1,3,,2,3
6444,0,4,2,1,2,1,2,1,1,2,1,4,1,,4,2
6445,0,1,2,,2,1,0,0,0,0,0,4,0,,0,0
6446,0,5,2,1,7,3,4,2,2,2,2,3,1,,3,2
6447,0,3,4,1,4,2,2,3,5,1,1,1,1,,2,1
6448,1,3,4,1,2,2,4,1,2,4,1,4,1,,2,2
6449,1,2,2,,2,2,1,2,1,1,5,1,1,,1,2
645,0,5,2,1,8,3,1,1,1,1,1,1,1,,1,1
6450,0,4,2,1,2,2,3,1,2,2,2,3,1,,2,2
6451,1,2,1,,2,2,1,4,1,1,2,1,1,,1,1
6452,0,3,,,4,2,1,1,1,1,2,1,1,,2,1
6453,1,5,2,1,8,1,1,1,1,1,1,2,1,,1,1
6454,1,4,2,,4,1,2,2,1,1,1,1,1,,1,3
6455,1,2,1,1,2,2,2,1,2,1,1,1,1,,2,2
6456,0,2,,1,1,2,5,4,5,4,1,4,1,,2,2
6457,0,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1
6458,1,2,2,1,3,1,1,2,4,1,1,2,2,,2,2
6459,0,6,1,1,2,3,1,2,2,1,1,1,1,,2,1
646,1,3,1,1,4,4,1,1,1,1,1,4,1,,1,1
6460,1,5,2,1,6,2,4,3,2,1,2,2,2,4,4,2
6461,0,4,,1,3,,2,5,5,2,2,4,1,,1,1
6462,0,4,1,,5,4,2,1,2,1,4,1,1,,2,1
6463,1,2,1,2,3,2,2,1,2,1,5,1,1,,1,2
6464,0,5,2,1,6,1,1,2,3,3,1,2,1,,2,2
6465,1,2,1,1,3,2,4,2,1,1,1,2,2,,2,5
6466,0,5,2,1,4,1,2,2,2,2,2,1,2,,2,2
6467,1,3,2,1,4,3,2,1,2,2,1,1,1,2,1,2
6468,0,3,1,1,2,1,2,1,2,1,1,1,2,,1,1
6469,0,2,2,,2,1,4,5,4,4,2,2,2,,2,2
647,1,2,2,2,7,2,5,5,1,1,1,1,1,,5,1
6470,0,5,,,5,1,1,2,1,1,4,1,1,,2,1
6471,0,5,1,1,5,1,1,2,1,1,2,3,1,3,1,1
6472,1,6,3,1,6,7,3,3,3,3,2,3,2,,3,3
6473,0,5,2,1,7,4,4,2,4,4,2,1,2,2,2,2
6474,1,2,2,1,2,2,4,4,1,2,1,1,1,,2,2
6475,1,1,,,8,,3,5,5,2,5,3,3,,5,5
6476,0,4,2,1,4,1,1,1,1,1,1,1,1,,1,1
6477,0,2,2,1,2,2,2,1,2,1,1,2,1,,1,1
6478,0,5,2,1,2,1,1,1,2,1,1,1,1,,1,1
6479,1,3,2,,5,1,1,1,1,1,5,1,1,,1,1
648,0,2,1,1,1,1,1,1,2,2,2,1,1,,2,2
6480,0,5,3,1,8,,3,5,3,3,2,1,1,,2,1
6481,0,3,1,1,1,2,4,2,4,2,1,3,1,,2,3
6482,1,2,,1,2,3,2,2,2,2,2,1,2,2,2,2
6483,0,3,1,,3,1,2,2,2,3,2,2,1,,2,2
6484,1,4,,1,4,,4,2,4,1,2,3,2,,2,4
6485,0,2,1,1,2,1,2,2,2,5,1,2,2,,4,4
6486,0,5,2,1,3,2,1,1,2,1,2,2,1,,2,1
6487,1,3,1,1,5,1,2,2,2,2,2,4,2,,2,2
6488,1,2,1,,3,5,5,4,5,5,5,4,1,,4,5
6489,0,2,1,1,2,3,1,2,1,1,1,2,1,,1,1
649,0,5,1,1,4,2,2,3,2,1,2,1,1,2,3,2
6490,1,5,1,1,6,1,3,4,4,3,4,3,2,,2,3
6491,0,2,2,,2,2,2,2,3,1,2,2,2,,2,2
6492,1,2,2,1,2,3,4,4,4,4,3,3,2,4,3,2
6493,0,3,1,,4,1,2,1,4,1,2,2,1,,1,2
6494,0,4,2,,5,4,1,3,2,1,2,4,2,,1,1
6495,1,4,1,1,4,2,5,5,2,2,4,3,1,,2,2
6496,1,3,1,,3,1,4,4,4,2,4,1,2,,3,2
6497,0,5,1,,5,2,2,2,2,2,4,2,2,,1,2
6498,0,5,1,1,8,1,1,1,1,1,4,1,1,,1,1
6499,0,1,2,,2,2,1,2,4,2,1,1,2,,2,1
65,0,2,2,1,3,1,2,2,2,1,1,2,1,,2,1
650,0,2,2,1,2,3,1,2,1,1,1,1,1,,1,1
6500,1,4,,,4,,1,2,2,4,1,3,1,,2,2
6501,0,2,2,1,1,3,1,2,2,1,1,1,1,,1,1
6502,0,4,2,,4,2,1,3,3,1,1,1,1,,1,1
6503,0,1,1,,1,1,2,2,2,2,4,1,2,,2,2
6504,0,5,2,,3,,1,2,3,1,2,1,1,,1,1
6505,1,3,2,,2,2,1,1,5,1,1,2,1,,1,3
6506,0,4,1,2,4,4,2,1,2,2,2,4,1,,1,2
6507,1,3,2,,5,3,2,2,2,5,5,1,2,,2,2
6508,0,3,2,,1,2,1,3,3,2,1,2,1,,1,2
6509,0,2,1,,1,4,2,3,4,2,3,3,2,,5,3
651,0,1,1,,1,1,1,1,3,1,3,2,2,,1,1
6510,0,1,1,,2,1,1,2,1,1,4,1,1,,1,1
6511,0,5,1,1,5,1,2,3,1,2,2,1,2,,2,2
6512,1,2,,,3,4,5,5,1,5,4,2,1,,2,3
6513,1,2,1,1,3,,5,3,4,3,4,2,3,,2,2
6514,1,2,1,1,2,1,2,2,2,2,2,1,1,,2,2
6515,1,4,,2,5,1,5,2,2,5,5,3,2,5,4,4
6516,1,4,2,,6,2,1,1,1,1,1,1,1,,1,1
6517,0,3,2,1,1,1,2,2,2,2,2,1,2,,2,2
6518,0,3,1,,3,3,1,2,2,2,4,1,2,,2,1
6519,0,3,2,,3,2,2,1,2,2,4,1,1,,2,1
652,0,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1
6520,0,3,2,,4,5,1,2,1,1,4,1,1,,1,1
6521,0,2,2,1,3,2,1,2,2,1,1,2,1,,1,1
6522,1,3,,2,4,4,4,5,5,5,4,4,1,,5,3
6523,0,5,2,1,2,1,1,1,1,1,1,1,1,,1,1
6524,1,3,,1,7,,3,3,3,1,4,3,1,,1,2
6525,0,6,1,,4,4,1,1,1,1,1,1,1,,1,1
6526,0,5,2,,6,2,1,1,2,1,4,2,1,,2,2
6527,0,6,2,,5,2,4,1,4,1,4,1,1,,2,2
6528,0,2,1,1,2,3,1,1,1,1,1,1,1,,1,1
6529,1,3,1,1,3,3,1,1,1,1,1,1,2,,1,2
653,1,3,2,1,2,1,5,4,4,2,2,2,2,,4,3
6530,0,5,2,,2,2,2,1,2,2,2,4,1,,2,1
6531,1,2,1,,3,2,2,4,3,2,3,2,2,,2,2
6532,1,3,1,,4,4,2,3,2,2,2,1,1,,2,2
6533,1,1,,,1,,3,1,4,3,4,4,1,,1,2
6534,0,4,1,1,8,2,1,1,2,2,2,4,2,,1,2
6535,0,2,2,1,1,2,2,4,4,1,1,1,1,,2,2
6536,1,2,1,1,2,1,5,3,2,2,4,2,2,,4,5
6537,0,3,1,1,2,3,1,1,1,1,1,1,1,,1,1
6538,1,2,1,1,2,4,1,4,2,2,1,3,1,,1,2
6539,1,2,2,1,2,1,2,5,1,2,1,2,2,,4,2
654,0,2,2,,2,1,1,4,2,2,1,1,1,,1,1
6540,0,6,1,1,1,4,1,1,2,1,1,1,1,,1,2
6541,0,5,2,,5,1,1,1,1,1,1,1,1,,1,1
6542,0,2,2,,1,1,2,2,4,1,1,4,2,,4,1
6543,0,5,1,,6,2,1,2,4,1,1,2,1,,1,2
6544,0,5,2,1,4,3,1,1,1,1,1,1,1,2,1,1
6545,1,3,2,1,4,2,5,3,4,5,5,3,2,,5,3
6546,1,3,1,,5,2,3,5,2,1,5,3,2,,2,1
6547,1,3,1,1,5,1,5,4,1,2,2,3,2,,2,2
6548,0,6,2,1,8,2,1,1,2,1,1,1,2,,1,1
6549,0,2,1,,3,1,2,2,2,4,1,1,2,,2,2
655,0,6,2,,5,1,1,1,1,1,1,2,1,,1,1
6550,0,6,2,1,4,2,1,1,1,1,1,4,1,,2,1
6551,0,3,1,2,1,3,1,1,1,2,1,1,1,,1,1
6552,0,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1
6553,0,4,1,,1,3,1,1,2,1,2,1,1,,1,1
6554,1,1,1,,1,2,2,2,2,1,1,2,2,,2,1
6555,0,2,1,1,2,2,2,2,2,1,2,2,2,,2,1
6556,0,2,2,1,2,2,2,4,1,2,2,1,1,2,2,1
6557,0,5,2,1,3,2,1,1,2,1,1,1,1,1,1,1
6558,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6559,1,3,1,1,4,2,3,3,2,4,2,3,2,,3,3
656,1,5,2,,2,2,1,3,3,2,4,4,2,,4,2
6560,0,4,2,1,8,2,5,5,5,1,1,3,1,,5,5
6561,1,5,2,,8,3,4,1,4,4,4,3,1,,4,4
6562,1,5,2,,6,5,2,2,2,2,3,4,2,,5,3
6563,0,3,2,1,1,3,1,2,1,1,1,1,1,1,1,1
6564,0,3,1,1,2,1,1,1,1,1,1,1,1,,1,1
6565,1,4,2,1,4,1,3,4,3,2,2,4,2,,3,2
6566,0,3,2,,4,1,2,2,2,1,2,2,2,,2,1
6567,1,2,,1,3,2,5,5,5,3,2,3,3,,5,4
6568,1,3,2,1,2,2,2,4,2,1,5,2,1,,2,2
6569,0,3,1,1,4,1,3,1,2,1,4,2,1,,2,3
657,1,3,1,3,5,3,2,2,2,1,4,3,2,,2,2
6570,0,2,2,,2,1,1,1,1,1,2,1,1,,1,1
6571,0,6,2,1,6,1,2,3,2,4,3,4,2,2,2,3
6572,1,2,2,1,2,2,2,2,1,1,1,2,2,,1,1
6573,1,5,2,1,4,1,1,1,2,3,3,3,2,1,1,2
6574,0,3,2,,4,2,2,1,1,1,1,1,1,,2,1
6575,0,2,2,1,3,1,2,4,2,2,2,4,2,,2,2
6576,1,2,1,1,3,4,2,2,2,4,4,4,2,,5,3
6577,0,2,1,1,2,3,1,1,1,1,1,1,1,,1,1
6578,1,0,1,,1,3,3,3,3,1,2,1,1,,3,1
6579,1,2,2,,4,2,2,2,5,2,5,4,1,,1,2
658,1,2,,,4,2,1,2,4,2,5,3,1,,2,4
6580,0,2,1,,3,,1,1,1,1,2,1,1,,1,2
6581,1,2,2,1,2,1,3,3,4,1,4,4,1,,5,3
6582,0,2,2,1,2,2,2,4,3,1,1,2,1,,3,1
6583,1,2,2,,2,3,2,3,2,1,2,4,1,,1,2
6584,0,5,2,1,3,2,2,2,2,2,2,3,2,4,2,2
6585,0,3,2,3,1,1,2,1,2,2,2,1,1,3,1,1
6586,0,5,2,,5,1,1,1,1,2,5,1,1,,2,2
6587,0,2,1,1,4,1,1,2,2,2,1,1,1,,2,2
6588,1,2,2,1,2,4,4,1,5,2,1,3,1,5,1,1
6589,0,2,1,1,2,3,1,1,1,1,1,2,1,,1,1
659,0,2,2,,1,1,1,1,1,1,1,1,1,,1,1
6590,0,2,2,1,3,3,1,1,4,1,1,4,1,,1,1
6591,0,3,2,1,2,1,2,2,2,1,2,2,1,,2,2
6592,0,2,1,1,2,2,2,2,3,2,1,4,1,2,2,2
6593,0,6,2,,2,1,2,2,2,2,2,1,2,,2,2
6594,1,2,2,1,2,1,2,3,2,1,1,2,2,,2,2
6595,1,2,1,,2,1,5,5,5,1,5,1,1,,1,2
6596,1,4,2,1,2,1,1,1,2,1,1,1,1,,1,1
6597,0,5,1,,1,1,1,1,1,1,4,2,1,,1,1
6598,1,2,2,,3,1,2,2,2,1,3,4,2,,2,2
6599,1,2,,1,3,,4,2,2,2,2,3,2,2,4,2
66,0,5,2,1,4,2,2,1,2,4,3,2,1,,1,1
660,0,2,1,,1,2,1,3,2,1,1,4,1,,2,1
6600,0,4,1,2,6,1,1,2,1,1,1,1,1,,1,2
6601,0,3,1,2,4,1,1,4,1,1,1,2,2,,2,1
6602,0,2,2,1,2,3,2,2,3,2,1,3,2,,2,2
6603,1,3,,3,5,5,2,2,2,2,5,3,2,2,2,2
6604,0,2,1,,1,2,1,1,1,1,1,2,1,,1,1
6605,1,4,2,1,5,3,2,3,2,1,3,3,1,,3,3
6606,0,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1
6607,0,5,2,1,3,1,3,3,3,2,2,2,2,,2,2
6608,0,3,1,2,3,1,2,1,1,1,5,2,1,,2,2
6609,0,5,1,1,3,2,4,4,5,1,2,3,1,,1,4
661,0,5,2,,5,1,1,1,2,2,2,1,1,,2,1
6610,0,2,1,2,3,4,2,2,1,1,2,1,1,,2,2
6611,1,2,2,1,2,,2,2,3,2,2,4,2,,3,3
6612,1,2,2,,2,2,1,2,3,1,5,4,3,,2,3
6613,0,1,2,,1,2,1,1,1,1,1,1,1,,1,1
6614,1,4,2,1,3,1,4,4,2,1,1,1,1,,2,1
6615,1,6,,1,4,2,2,2,2,2,3,4,2,,3,3
6616,1,1,2,,2,3,3,3,2,3,3,4,1,,2,2
6617,1,3,1,,2,1,2,2,2,2,5,1,2,,2,3
6618,1,2,1,1,3,2,2,1,1,1,1,1,1,,1,2
6619,0,1,2,,2,3,5,5,2,3,5,2,1,,4,3
662,1,1,2,,2,1,1,2,3,1,4,1,1,,2,1
6620,1,2,2,,2,1,2,1,1,4,2,1,1,,2,2
6621,1,3,2,,1,4,1,4,4,1,1,2,1,,2,1
6622,0,3,2,1,3,1,1,3,2,1,1,1,1,,1,2
6623,0,2,2,,2,2,4,2,4,1,4,1,1,,3,2
6624,0,5,2,,1,1,1,1,1,1,2,1,1,,1,1
6625,0,4,2,,3,1,1,1,4,1,5,2,1,,1,2
6626,0,2,2,,2,3,2,3,4,3,2,2,1,,1,3
6627,0,2,2,1,1,1,2,3,2,1,1,1,2,,2,2
6628,0,1,2,1,1,1,2,2,3,1,1,1,1,,1,1
6629,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
663,0,5,2,1,4,2,1,2,2,1,1,3,1,,1,1
6630,0,4,2,,2,2,2,1,2,1,4,1,1,,1,1
6631,1,4,2,1,5,3,4,2,4,4,4,3,4,4,2,2
6632,0,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1
6633,0,5,2,1,6,1,1,1,1,2,1,4,1,,1,1
6634,0,3,2,1,4,2,1,1,2,1,1,1,1,,1,1
6635,1,4,1,1,6,4,2,3,4,2,2,2,2,,3,4
6636,0,2,1,,1,3,2,1,2,1,1,1,1,,1,1
6637,0,5,1,1,4,4,4,3,2,1,1,2,1,2,2,3
6638,1,2,2,,3,1,1,4,2,2,1,2,1,,1,2
6639,0,3,2,,6,2,1,1,1,1,2,1,1,,1,1
664,1,2,1,,1,2,2,4,3,2,1,2,1,,2,2
6640,0,6,2,1,6,2,1,2,1,1,1,1,1,1,1,1
6641,1,6,,1,3,,2,1,3,1,1,2,1,,2,1
6642,0,4,2,1,2,2,2,3,2,1,1,1,2,3,1,1
6643,0,4,2,,4,2,1,1,2,1,1,1,1,,1,1
6644,0,2,1,,1,1,2,3,3,2,4,2,1,,3,2
6645,0,2,1,,4,2,2,3,2,4,3,1,1,,2,2
6646,1,1,1,,2,1,3,2,2,4,5,1,2,,3,2
6647,0,5,1,1,2,2,1,1,2,1,2,1,1,1,1,1
6648,0,2,2,1,1,1,1,1,1,1,1,1,2,,1,1
6649,1,2,1,1,4,2,2,1,1,1,1,2,2,,4,2
665,0,2,2,,2,2,2,2,4,2,2,4,1,,3,3
6650,0,3,2,1,4,1,1,1,1,1,1,2,1,,1,1
6651,0,2,1,,2,4,1,1,3,1,2,1,1,,2,1
6652,0,5,2,1,2,1,4,1,4,4,1,2,1,,5,1
6653,0,5,2,1,1,1,1,1,1,1,1,4,1,,1,1
6654,0,5,1,1,8,2,3,1,2,2,2,2,2,,1,2
6655,1,5,2,1,5,2,2,5,5,2,5,1,1,,2,1
6656,1,2,1,1,3,3,4,5,5,2,2,3,1,,4,5
6657,1,1,2,,2,2,1,2,2,2,1,2,1,,2,1
6658,0,3,2,1,1,2,3,1,2,2,1,1,1,,1,2
6659,0,2,1,,2,4,1,1,1,1,2,1,1,,1,1
666,1,3,1,1,3,1,4,2,2,4,5,4,2,,4,5
6660,0,2,2,1,1,1,3,2,2,2,3,2,1,,1,1
6661,0,2,2,,2,1,1,1,1,1,1,1,1,,1,1
6662,1,4,1,,5,3,4,4,4,1,2,2,1,,2,4
6663,0,3,2,1,4,1,2,1,1,1,1,1,1,,1,1
6664,1,6,1,,4,1,1,1,1,2,1,1,1,,1,1
6665,0,4,2,1,7,2,4,4,2,2,1,1,1,,1,2
6666,0,2,2,1,1,1,2,4,3,1,1,1,1,,1,1
6667,0,3,2,,4,2,4,1,4,1,4,1,1,,4,1
6668,1,3,1,,3,1,2,1,2,1,5,1,1,,1,2
6669,0,3,2,1,5,1,1,1,1,1,1,1,1,,1,1
667,0,5,2,1,1,2,2,3,4,1,1,2,2,3,2,2
6670,0,6,2,1,7,2,1,1,1,1,1,1,1,,1,1
6671,1,2,2,1,3,2,4,2,1,2,1,3,1,,2,2
6672,1,1,1,,1,1,1,2,1,4,3,3,2,,1,1
6673,0,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1
6674,0,3,2,,3,4,1,1,1,1,1,1,1,,2,2
6675,0,1,2,,1,2,1,4,4,1,1,2,1,,1,1
6676,0,4,2,1,2,2,2,3,4,1,2,2,2,,3,1
6677,0,3,1,1,4,2,1,1,1,1,1,4,1,,1,1
6678,0,1,1,,1,2,2,2,4,1,2,1,1,,1,1
6679,0,2,2,1,2,2,1,3,2,1,1,1,1,,1,1
668,0,3,2,3,5,2,1,1,1,1,1,1,1,1,1,1
6680,1,2,,1,1,2,1,1,1,1,1,3,1,,1,2
6681,0,2,1,,4,1,2,1,2,1,2,1,1,,2,1
6682,0,5,2,1,6,2,2,2,2,2,2,2,1,,1,2
6683,0,6,2,1,2,2,1,1,2,1,1,1,1,1,1,1
6684,0,2,2,,2,2,1,3,2,1,1,4,1,,2,1
6685,1,2,1,1,2,1,1,1,4,1,1,3,1,,1,3
6686,0,5,1,1,5,,1,1,1,1,1,1,1,1,1,1
6687,0,2,2,1,3,1,2,1,1,1,2,2,1,,1,2
6688,1,2,,1,3,2,1,3,3,2,1,4,1,3,3,2
6689,0,3,1,,4,2,1,2,1,1,1,2,1,,1,2
669,0,3,1,4,5,6,1,1,1,1,1,1,1,,1,1
6690,0,2,2,,3,1,1,1,1,2,4,2,1,,1,2
6691,1,2,,,2,2,4,5,5,4,3,2,3,,5,3
6692,0,3,2,1,5,2,2,3,2,1,3,1,2,,1,1
6693,1,2,2,,3,1,4,1,3,1,1,1,1,,3,1
6694,1,4,2,1,4,3,4,4,4,2,4,3,2,,5,4
6695,1,2,2,,2,2,1,1,1,1,1,1,1,,1,1
6696,1,2,2,1,1,2,4,5,4,2,1,1,2,,2,3
6697,1,5,2,1,7,2,1,1,1,1,1,2,1,,1,1
6698,1,0,0,1,0,0,3,3,2,3,2,4,3,,3,3
6699,1,4,2,1,2,1,1,2,2,2,2,2,2,,4,2
67,1,3,2,,5,1,1,2,2,1,5,1,2,,2,2
670,1,5,2,1,8,,5,4,5,3,4,3,2,5,4,4
6700,0,2,1,,2,3,1,1,4,1,1,4,1,,1,1
6701,0,1,1,,1,1,3,2,3,2,1,4,1,,2,2
6702,0,1,2,,1,2,1,1,1,1,1,1,1,,1,1
6703,1,2,1,1,4,1,4,5,1,5,1,3,2,3,1,1
6704,1,2,2,1,3,7,2,1,1,1,1,3,1,1,3,2
6705,0,1,1,,1,1,2,2,2,1,1,1,1,,2,2
6706,1,3,1,1,3,5,5,2,4,2,4,4,1,,4,4
6707,0,1,1,,1,1,2,4,2,1,1,1,1,,1,1
6708,0,2,2,,1,2,1,3,1,1,1,1,1,,1,1
6709,0,3,1,1,4,4,1,1,2,1,2,1,1,,1,1
671,1,3,1,,5,1,1,2,5,5,5,4,1,,1,1
6710,0,3,2,,4,3,1,1,2,2,2,1,1,,1,1
6711,0,5,1,1,4,2,2,1,3,1,2,4,1,,2,3
6712,1,1,2,,2,3,4,5,2,2,5,2,1,,2,3
6713,0,2,1,2,1,1,1,2,2,2,3,2,1,,1,2
6714,0,3,1,,5,2,1,1,1,1,1,1,1,,1,1
6715,0,6,2,1,6,1,1,1,1,1,1,1,2,,1,2
6716,1,3,2,1,3,2,1,1,1,1,1,1,1,,1,1
6717,0,3,1,2,1,2,2,1,1,2,2,1,1,,1,1
6718,0,2,2,1,1,3,1,2,2,3,1,1,1,,1,1
6719,1,1,1,1,2,1,1,5,4,5,2,2,1,2,4,2
672,0,4,2,,6,4,1,4,3,1,2,4,2,,2,3
6720,1,2,1,1,3,2,2,4,2,1,1,3,3,,2,4
6721,0,3,1,1,4,1,1,2,1,1,1,1,1,,1,1
6722,1,2,1,,3,1,4,2,2,2,5,2,2,,5,4
6723,0,5,2,1,6,2,2,1,2,2,1,1,1,,1,1
6724,1,3,1,,2,2,1,1,2,1,1,1,1,,1,1
6725,0,3,1,,2,1,1,1,1,1,1,1,1,,1,1
6726,0,3,1,1,1,2,1,1,2,1,2,2,1,,2,1
6727,1,2,2,,1,2,2,3,4,1,1,4,1,,2,1
6728,1,2,2,1,2,1,3,3,4,4,2,3,2,,2,2
6729,1,4,,1,5,3,4,1,2,1,1,2,1,,1,3
673,0,4,2,1,2,1,2,3,2,2,2,1,2,2,2,2
6730,0,2,2,,1,1,3,3,2,2,1,1,1,,1,1
6731,0,5,2,1,6,2,1,2,2,1,2,2,1,,2,1
6732,0,4,2,2,3,1,2,1,1,1,1,1,1,,2,1
6733,0,2,2,3,1,3,1,1,1,1,1,1,1,,1,1
6734,1,2,1,,2,4,4,4,3,1,5,2,2,,5,2
6735,0,2,1,1,2,1,3,2,2,1,1,1,2,,2,2
6736,0,3,1,1,4,3,1,1,1,1,1,1,1,,1,1
6737,0,4,2,1,5,2,2,2,2,2,2,2,2,,2,2
6738,1,2,,1,2,2,3,3,3,4,2,2,2,,4,3
6739,0,3,2,1,5,1,3,3,2,1,2,1,2,,2,2
674,0,2,2,1,2,4,1,1,1,4,1,1,1,2,2,1
6740,1,3,1,,1,3,3,5,5,2,3,2,1,,5,3
6741,0,2,1,1,1,2,3,3,4,2,2,2,2,,2,1
6742,0,4,1,,6,2,1,1,1,1,3,3,1,,1,2
6743,0,4,5,1,2,2,2,4,3,2,2,3,1,,3,2
6744,0,4,1,,5,3,2,2,2,2,2,1,2,,2,2
6745,0,4,2,,1,2,1,1,4,1,1,1,1,,1,1
6746,1,2,2,1,2,2,4,5,4,1,1,2,2,,4,2
6747,1,2,2,1,3,1,5,5,5,5,1,3,1,,2,4
6748,0,6,2,1,7,2,2,2,2,1,2,2,2,3,2,3
6749,0,5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
675,0,1,1,1,1,1,3,3,3,1,1,1,1,,1,1
6750,1,3,2,1,3,1,5,2,5,1,5,3,1,,1,1
6751,0,6,2,1,6,2,2,2,2,1,2,1,2,2,1,2
6752,0,2,,2,1,5,4,4,1,1,4,2,1,,1,1
6753,0,2,2,1,2,2,1,1,1,1,1,1,1,,1,1
6754,0,5,2,1,4,3,1,2,3,2,2,4,1,2,2,1
6755,1,2,1,1,2,2,1,1,1,1,5,3,1,1,1,1
6756,1,3,1,1,4,5,1,1,1,1,1,1,1,,1,1
6757,0,2,1,2,2,4,1,1,1,2,2,1,1,,1,1
6758,0,2,1,1,3,2,1,1,1,1,1,1,1,,1,1
6759,1,5,1,1,1,1,1,1,2,1,1,4,1,1,2,2
676,0,5,2,,4,1,1,1,2,2,2,1,1,,1,1
6760,0,5,1,1,6,2,1,1,1,1,1,1,1,,1,1
6761,0,2,1,1,2,2,2,2,1,1,1,1,2,,1,1
6762,0,4,2,,3,1,1,1,2,1,2,1,1,,1,1
6763,0,2,1,1,1,2,1,1,1,1,1,2,1,,1,1
6764,1,4,,1,6,1,5,5,5,5,5,3,1,5,1,5
6765,1,2,1,1,2,1,2,3,5,4,2,3,2,4,2,3
6766,0,2,1,1,2,3,2,2,4,1,5,3,2,,2,2
6767,1,1,2,1,2,2,1,3,3,4,1,3,2,5,3,3
6768,0,5,2,1,1,1,1,3,3,3,2,2,2,,1,1
6769,1,3,1,2,4,3,3,4,2,5,5,3,2,,4,2
677,0,5,2,3,6,2,1,1,1,5,1,1,1,,1,1
6770,1,3,1,2,2,2,1,2,2,4,3,2,2,,1,1
6771,1,2,2,1,3,2,5,4,5,2,1,3,3,5,4,3
6772,1,3,,,3,3,2,4,3,3,3,1,2,,2,3
6773,0,2,2,1,1,2,2,1,1,1,1,1,1,,1,1
6774,0,4,1,3,1,2,1,1,2,1,1,1,1,,1,1
6775,1,3,1,1,2,2,4,4,4,2,2,3,2,,5,4
6776,1,4,2,1,5,1,2,2,2,2,2,4,1,2,2,2
6777,0,2,1,1,2,1,4,2,5,3,1,1,2,,5,2
6778,0,2,1,1,2,1,1,1,1,1,1,2,1,,1,1
6779,1,3,2,,4,1,5,2,4,4,4,2,2,,5,4
678,0,4,2,1,2,1,1,1,3,1,1,1,2,,1,1
6780,0,5,2,1,7,1,1,1,1,2,1,1,1,,2,1
6781,0,3,1,1,4,1,1,1,1,1,1,1,1,,1,1
6782,0,3,2,1,2,2,1,2,1,1,1,1,1,1,2,1
6783,0,2,1,,1,2,1,2,2,1,2,2,1,,2,1
6784,0,2,2,1,2,3,3,2,1,1,1,2,1,2,1,1
